  0.0000000000000000E+00   0.0000000000000000E+00   0.1249283298100477E+01   0.1250034801643944E+01  -0.1538703851549800E+01   0.0000000000000000E+00   0.6800000000006031E+00
  0.3996003996003997E-02   0.0000000000000000E+00   0.1248803450433949E+01   0.1249550842487825E+01  -0.1538212792167106E+01   0.0000000000000000E+00   0.6752435210424890E+00
  0.7992007992007994E-02   0.0000000000000000E+00   0.1247386204279460E+01   0.1248125655374174E+01  -0.1536765696099413E+01   0.0000000000000000E+00   0.6615100342421385E+00
  0.1198801198801199E-01   0.0000000000000000E+00   0.1245135217228327E+01   0.1245865742879830E+01  -0.1534467570417607E+01   0.0000000000000000E+00   0.6402985164230079E+00
  0.1598401598401599E-01   0.0000000000000000E+00   0.1242215953016888E+01   0.1242937175889728E+01  -0.1531482360591793E+01   0.0000000000000000E+00   0.6138483147048652E+00
  0.1998001998001998E-01   0.0000000000000000E+00   0.1238819621009881E+01   0.1239531486622151E+01  -0.1527999045518009E+01   0.0000000000000000E+00   0.5845878387447726E+00
  0.2397602397602398E-01   0.0000000000000000E+00   0.1235131558531307E+01   0.1235834214949424E+01  -0.1524200406925177E+01   0.0000000000000000E+00   0.5546855430751427E+00
  0.2797202797202798E-01   0.0000000000000000E+00   0.1231309856346645E+01   0.1232003575003042E+01  -0.1520241889027254E+01   0.0000000000000000E+00   0.5257938011906658E+00
  0.3196803196803197E-01   0.0000000000000000E+00   0.1227475834412224E+01   0.1228160957542899E+01  -0.1516242239195636E+01   0.0000000000000000E+00   0.4989877326186121E+00
  0.3596403596403597E-01   0.0000000000000000E+00   0.1223713804798195E+01   0.1224390710392384E+01  -0.1512283369541089E+01   0.0000000000000000E+00   0.4748350329578535E+00
  0.3996003996003997E-01   0.0000000000000000E+00   0.1220076185056203E+01   0.1220745263511682E+01  -0.1508415516774992E+01   0.0000000000000000E+00   0.4535224024924749E+00
  0.4395604395604397E-01   0.0000000000000000E+00   0.1216590605196886E+01   0.1217252244035212E+01  -0.1504664360526660E+01   0.0000000000000000E+00   0.4349853547615186E+00
  0.4795204795204795E-01   0.0000000000000000E+00   0.1213266897121524E+01   0.1213921471363317E+01  -0.1501038003551176E+01   0.0000000000000000E+00   0.4190149223923330E+00
  0.5194805194805196E-01   0.0000000000000000E+00   0.1210102971464323E+01   0.1210750837976865E+01  -0.1497532829259622E+01   0.0000000000000000E+00   0.4053341855849055E+00
  0.5594405594405595E-01   0.0000000000000000E+00   0.1207089314122551E+01   0.1207730808701069E+01  -0.1494137975485286E+01   0.0000000000000000E+00   0.3936476693349206E+00
  0.5994005994005994E-01   0.0000000000000000E+00   0.1204212207627225E+01   0.1204847643899175E+01  -0.1490838533402095E+01   0.0000000000000000E+00   0.3836701472981212E+00
  0.6393606393606394E-01   0.0000000000000000E+00   0.1201455922310696E+01   0.1202085591807330E+01  -0.1487617718413546E+01   0.0000000000000000E+00   0.3751413950432904E+00
  0.6793206793206794E-01   0.0000000000000000E+00   0.1198804138232445E+01   0.1199428311169808E+01  -0.1484458274689501E+01   0.0000000000000000E+00   0.3678321131519582E+00
  0.7192807192807192E-01   0.0000000000000000E+00   0.1196240822384573E+01   0.1196859748843857E+01  -0.1481343337955217E+01   0.0000000000000000E+00   0.3615447161780554E+00
  0.7592407592407592E-01   0.0000000000000000E+00   0.1193750735216624E+01   0.1194364646520070E+01  -0.1478256930341648E+01   0.0000000000000000E+00   0.3561114042418980E+00
